Used 2014 Nissan Maxima 3.5 SV,20456,26538,Super Black,Charcoal,Thornton Road Chrysler Dodge Jeep,Continuously Variable Automatic,6 Cylinder,Four Door Sedan,40 photos,1 video,sedan
Used 2015 Ford Taurus SEL,21172,5194,Caribou Metallic,Dune,AutoNation Ford Lincoln Union City,6 Speed Shiftable Automatic,6 Cylinder,Four Door Sedan,24 photos,1 video,sedan
Used 2014 Ford Fusion SE,16091,34665,Sterling Gray Metallic,Ebony,AutoNation Ford Lincoln Union City,6 Speed Shiftable Automatic,4 Cylinder,Four Door Sedan,25 photos,1 video,sedan
Used 2014 INFINITI Q50 AWD,21500,39252,Gray,Graphite,ALM South (OPEN 7 DAYS),7 Speed Shiftable Automatic,6 Cylinder,Four Door Sedan,41 photos,1 video,sedan
Used 2009 Cadillac STS V8,9995,73659,Black,Ebony,Don Jackson Alfa Romeo FIAT,6 Speed Shiftable Automatic,8 Cylinder,Four Door Sedan,23 photos,1 video,sedan
Used 2009 INFINITI G37 x,9995,79263,Black Obsidian Black,Graphite,Don Jackson Alfa Romeo FIAT,Automatic,6 Cylinder,Four Door Sedan,25 photos,1 video,sedan
Used 2014 Ford Focus SE Sedan,10000,27938,Silver,Charcoal Black,ALM South (OPEN 7 DAYS),5 Speed Automatic,4 Cylinder,Four Door Sedan,37 photos,1 video,sedan
Used 2015 Ford Focus SE Sedan,12341,16367,White,NA,Allan Vigil Ford of Fayetteville,Automatic,4 Cylinder,Four Door Sedan,24 photos,1 video,sedan
Used 2012 Ford Fusion SE,13047,34528,Steel Blue Metallic,Camel,AutoNation Ford Lincoln Union City,Automatic,4 Cylinder,Four Door Sedan,23 photos,1 video,sedan
Used 2013 Volkswagen Jetta GLI,13800,83562,Candy White,Titan Black,Thornton Road Chrysler Dodge Jeep,6 Speed Shiftable Automatic,4 Cylinder Turbo,Four Door Sedan,40 photos,1 video,sedan
Used 2013 Honda Civic EX Sedan,14000,27691,Black,Gray,ALM South (OPEN 7 DAYS),5 Speed Automatic,4 Cylinder,Four Door Sedan,39 photos,1 video,sedan
Used 2015 Chevrolet Cruze LT,14694,47885,Silver Ice Metallic,Medium Titanium,AutoNation Ford Lincoln Union City,6 Speed Shiftable Automatic,4 Cylinder Turbo,Four Door Sedan,24 photos,1 video,sedan
Used 2013 Nissan Maxima,15500,38641,Maroon,Black,ALM South (OPEN 7 DAYS),Continuously Variable Automatic,6 Cylinder,Four Door Sedan,38 photos,1 video,sedan
Used 2016 Chrysler 200 Limited,15800,6598,Black,NA,Thornton Road Chrysler Dodge Jeep,Automatic,4 Cylinder,Four Door Sedan,40 photos,1 video,sedan
Used 2013 Chrysler 300,18800,20601,Black,Black,Thornton Road Chrysler Dodge Jeep,8 Speed Automatic,6 Cylinder,Four Door Sedan,40 photos,1 video,sedan
Used 2014 Cadillac ATS 2.0T AWD Sedan,19000,27432,Silver,Black,ALM South (OPEN 7 DAYS),6 Speed Shiftable Automatic,4 Cylinder Turbo,Four Door Sedan,45 photos,1 video,sedan
